,Type,Transfer,Retention,Survey_Q1,Survey_Q2,Survey_Q3,Survey_Q4,Survey_Q5,Survey_Q6,Survey_Q7,Survey_Q8,Survey_Q9,Survey_Q10,Survey_Q11,Survey_Q12,Survey_Q13,Survey_Q14,Survey_Q15,Survey_Q16,Group,Engagement,Video_Speed,Info_Delivery,Level_Of_Interest,Video_Composition
10,Student,0.459229395848727,0.3895444770768889,0.9210666495004587,0.7627067222292877,0.8966428627325769,0.8424082491706606,0.9452992110796101,0.7988156744084,0.8440365732193832,0.7490123374486524,0.8421271845202709,0.773408419038999,0.8016366312950622,0.7535034950771735,0.817788596210953,0.8431321491497775,0.778909554127293,0.6955170249132565,1,0.8477027842591763,0.8296747924809322,0.8368126405910454,0.7222646811809544,0.8087402077663213
11,Student,0.5364800750397296,0.5252808198930667,0.7808493002423202,0.7373601620779516,0.6707540714382995,0.8191858174793996,0.75498525801786,0.810577064673313,0.8519208924708368,0.77275076175758,0.7718940523569116,0.8265487011193606,0.722740622238927,0.8278832004537653,0.8572082573815097,0.7212329046078031,0.909773875838453,0.7855630777122319,1,0.803952026896192,0.7040571167581255,0.812910446619035,0.779156919734906,0.7945979082741772
12,Student,0.3624222192676304,0.5145945743666549,0.851617236241988,0.7204981751846705,0.7627663858348301,0.812434127138337,0.905033111778586,0.838483085116705,0.8305309222716358,0.8170506096048392,0.7553708615378089,0.780714492835143,0.89534183580853,0.7575170732207971,0.8537699330116467,0.8295284130603194,0.83708381314895,0.8590883825477877,1,0.8394098208170858,0.7416322805097504,0.8287996639052123,0.8380694960763135,0.8212992807982822
13,Student,0.34792307110973,0.5379040252297554,0.8790513221020769,0.8572178175008095,0.7011196392193034,0.7680268249962703,0.8907808580017565,0.8263584701415019,0.8208030807479028,0.8553299067931629,0.9226432730320218,0.8264732194277833,0.8195346140781692,0.7951536234064631,0.721020117406576,0.7786681774072655,0.8600421303312291,0.7770178255672495,1,0.8392538766135239,0.7791687283600565,0.8202245714587789,0.8161738661802063,0.8224178059861376
14,Student,0.4561169126854988,0.7519085872490257,0.8015585530676884,0.7472955196315961,0.7984675368691232,0.7857164219601269,0.7368926983764352,0.7860185117404851,0.8470705744317615,0.7941954897822098,0.8195653204056914,0.9759183060712998,0.81905094222453,0.7561486212993175,0.7707256023058519,0.7108455831191354,0.7684704939244462,0.919519219249083,1,0.7602915433704233,0.7728815282503596,0.7823693655616252,0.8568573545156464,0.8463150427518433
15,Student,0.3510596589782038,0.4605522163257678,0.8220752766037193,0.8349528690329696,0.7906179903176861,0.7187278674430867,0.804405350702222,0.770168061048675,0.8304388051718066,0.8208827943262601,0.8709010096967629,0.7722875523009388,0.7257849725777263,0.8211054454827817,0.7852158928042738,0.782989199726602,0.7475561385392965,0.9024133499907261,1,0.7842068716232059,0.8127854296753279,0.7889691059697144,0.8616480721584932,0.7885473568449255
16,Student,0.4278199485214435,0.4847069091606335,0.7306103389486973,0.7990499188820666,0.8529855608667103,0.8448613176154646,0.8397563411393331,0.7847400030960736,0.8450343118873784,0.8187909617870471,0.8207948168426765,0.7833492361630506,0.7990793804465209,0.69775367342097,0.7986715820736426,0.8853323402474245,0.7058670683097809,0.75139289143693,1,0.7739365825019675,0.8260177398743884,0.802429129431844,0.7850919266119886,0.8004737538814727
17,Student,0.29324718041798964,0.5682145028421948,0.6958715847942849,0.8127501398398654,0.8414133954612368,0.8049796373124926,0.8967733152781381,0.8001064845740942,0.8294498778694261,0.7969168969634426,0.7995559654822539,0.7748617653301362,0.7258622216615422,0.7792549975584033,0.7530130053940781,0.8462105292372043,0.7547787011112557,0.7820084613800868,1,0.7656202717142483,0.8270817676505511,0.8221128625185109,0.7894626791717647,0.7633232394670026
18,Student,0.3958301639156626,0.6026646029791066,0.8555561316351827,0.747081808151927,0.7292916810238261,0.7782100894231027,0.8123009888354069,0.8882656457991701,0.8637619222903808,0.8510584205349231,0.7224032658881552,0.8051586799211468,0.6924029570469039,0.7879963177417093,0.7269034265887004,0.6862512719490135,0.7564743282488474,0.737091565864321,1,0.7660939106110146,0.7381867445878766,0.826106992817954,0.794074993199622,0.7367170823612266
19,Student,0.37436298515147876,0.5065865998991239,0.7766722584239757,0.6982884564541826,0.7372893773548526,0.7877642126402836,0.830691461231856,0.7977862395116925,0.8238374789221345,0.8045884565043486,0.8099226378804769,0.8192973226168913,0.7956953705803953,0.695499575395803,0.8073570610426168,0.8374432676608604,0.8815581796982099,0.8353907094676437,1,0.8318912352610154,0.7177889169045175,0.7871157935403539,0.8199895829859962,0.8080680980300952
20,Student,0.4977141599322087,0.5305477809253311,0.8290479530248881,0.7797008759476487,0.7399265110412014,0.7928267910414306,0.8151302623196337,0.8068956863421592,0.7792877485941853,0.9776484621647179,0.8017626828071293,0.8096141421745159,0.7737740245011255,0.8204361570474745,0.7984747261643705,0.8736676094539625,0.7610141925321178,0.7996073694927532,1,0.8212432516703227,0.7598136934944251,0.8029153290689767,0.8886279158287356,0.7959063939117853
21,Student,0.48727155426745206,0.5313097751026921,0.8380152873102725,0.7936954058568972,0.7486507501646069,0.8153469967584928,0.7712869299786385,0.787884117588433,0.8108470605390048,0.798639946126522,0.8486724105597856,0.8125757912925062,0.7960397103495757,0.9106615624733116,0.6964638952623965,0.7874307729723156,0.7398088586375756,0.8867532041419448,1,0.7884183063067213,0.7711730780107521,0.8192053334675762,0.8426965751342335,0.788437951866066
22,Student,0.2627971483133793,0.5900617720932778,0.7725512715839371,0.7775954053597114,0.801507249727437,0.7462297158418665,0.7760370944173293,0.8333986300904688,0.8011904641600857,0.7838811146659287,0.8845461481591149,0.8123929596272514,0.8543527740997678,0.8680559663376877,0.7686554227047298,0.817636983827793,0.7831381072125836,0.8183277216157443,1,0.7911087875414379,0.7895513275435742,0.8049823741694876,0.8011044181408364,0.829986826147716
23,Student,0.3793067727885741,0.5433969275232694,0.855531422957652,0.7860624092931084,0.8177729510938723,0.7666120195432371,0.8138687472898588,0.7278874028706865,0.8414444938271398,0.740506907972387,0.771052032355919,0.8195844644640311,0.8020210960105277,0.7568721497046309,0.8158066756799324,0.8527624747906432,0.7293615584800602,0.8541638399061232,1,0.8125518187427851,0.8019176801934904,0.7813369626471106,0.7973353739392551,0.8021160671276025
24,Student,0.6250953592992173,0.506185254330971,0.8173987641577125,0.7414298732683857,0.8302986187554154,0.7870543525678124,0.7879077180313271,0.7096804507887005,0.8356906281942016,0.7212067384316944,0.7754833586076489,0.873715363580523,0.8621309945983281,0.7318676110762489,0.7910892125458888,0.8672824363286965,0.8122669713479068,0.7796009845767254,1,0.8323160572781053,0.7858642460119005,0.7704401521316582,0.7504038615042099,0.8256047323330973
25,Student,0.46492233840059305,0.6348729493646551,0.7881582151430282,0.8234725777479681,0.8687661175176496,0.8048396700126748,0.9163715188421077,0.8344878064263465,0.8735655054984189,0.7972346900096117,0.7839836323612219,0.9038166437552413,0.7656419966079121,0.7555978039610839,0.8136698176586847,0.7598347591013951,0.8459803939828191,0.7734825059080976,1,0.7979911227424141,0.8461193476328088,0.8369724609481264,0.7853585979588547,0.816778022595765
26,Student,0.36129200240753145,0.45231726249152426,0.7588522343691764,0.7913216959096749,0.7637106796294927,0.8096515727448459,0.7554820674677907,0.8190646953538271,0.7316669964272159,0.7542749055046206,0.8130375673488859,0.8207766315965717,0.7185515046919639,0.7733881765066496,0.7245976998577086,0.8122099428401621,0.7403974864237679,0.8094590492389275,1,0.7704865545443688,0.7775161877695838,0.7778507017000658,0.7818669773717741,0.7692408508737825
27,Student,0.2506020685874232,0.6566499455057722,0.8603957355215996,0.799300320830345,0.8589114242114624,0.7188341471267573,0.7411381926395353,0.8455847391958274,0.8067533535150611,0.9130186826091056,0.8508352056029306,0.823508134127786,0.8358639067328157,0.8242947091840227,0.8793066454600045,0.7874734226103063,0.8285113040766843,0.703284326656296,1,0.8254601540695301,0.8291058725209037,0.7873210283322407,0.8081515046327008,0.8473784729808842
28,Student,0.5491311921521272,0.5765677420370835,0.8097503765074076,0.8525597881477798,0.7379818806178502,0.7334865063692404,0.8262913445654796,0.7890720644816867,0.7685834124558594,0.8698471235983616,0.8307268760963776,0.8052490427220902,0.7888455231535454,0.7166843451914245,0.8977133514882577,0.6476571168112364,0.8340462731270863,0.7468620752859298,1,0.7638179221485769,0.795270834382815,0.7668235346127381,0.8083545994421457,0.8306336983650677
29,Student,0.40748856765030506,0.5756975434870681,0.7771418510149531,0.7314522670464793,0.7002050263992193,0.8606457385229483,0.7754295837611254,0.832347292744299,0.8365151600546903,0.8236441647517344,0.8392655869655896,0.7242319024088446,0.8023215351017662,0.8047464341703097,0.8031118077018887,0.8022094528514565,0.7825260837714488,0.7645256133185996,1,0.7872924625459529,0.7158286467228493,0.8219368418506745,0.794084889035167,0.7922327080445223
30,Student,0.4369478835775552,0.4476411404663443,0.8239860111520233,0.817633586121959,0.8307683549050111,0.8267539402984235,0.7938810187040817,0.8235854618796987,0.8042670892631867,0.798103169420601,0.8202948956400585,0.7116181389609161,0.8518076715190297,0.8064041191689287,0.8552853915056705,0.781739559388669,0.7806883468486485,0.8154354439407394,1,0.7954713057964469,0.8242009705134851,0.8109783258628639,0.8067693066806703,0.8097515244064187
31,Student,0.5260592248062927,0.6295310499502936,0.7087213767602114,0.8239073170830025,0.7395672388382173,0.8373121324003273,0.8917223858849908,0.9294949590956316,0.7646509329603203,0.7573001670854667,0.8158456844583712,0.7334614826096555,0.8061920454978329,0.7343212336661169,0.8460103084015704,0.7792903824688016,0.7665845243285432,0.8105454487230314,1,0.7515320945191855,0.7817372779606099,0.8315003288014774,0.7839228079042491,0.8003773802418575
32,Student,0.4459190016310836,0.6341309158922266,0.7920300088492866,0.7941951295870752,0.7367057020441445,0.7665516412010287,0.8298082987217026,0.7506288785008277,0.8373072913012748,0.8925115521594061,0.9189263557552645,0.8874644780656662,0.7197282692417964,0.7788379058722914,0.7824938602229485,0.8424260719713718,0.8333429306603305,0.7491547118006806,1,0.822599670493663,0.7654504158156099,0.7926268031194249,0.8208331319800434,0.827153240821419
33,Student,0.5233405242139446,0.49041845081152924,0.8567113929060948,0.7749659590049957,0.7001496374431101,0.7905079297302673,0.8042074010072972,0.8497485456642657,0.8073920829318472,0.8243543733849235,0.7035304967911662,0.7923480522799704,0.8545360516784875,0.8319643518707422,0.7871923876604604,0.7627830469329145,0.8150108977967757,0.8038448563564311,1,0.8115017792119282,0.7375577982240529,0.8167640622408839,0.8140996148706773,0.7844017471025211
34,Student,0.37698399740085303,0.4708940755441362,0.7848612694196556,0.7599095093050883,0.8554381761322987,0.8747709066068354,0.8365378649836906,0.7473417494954512,0.7283196979754895,0.7326401645456229,0.7904332376060818,0.8540253656972651,0.8454550732612193,0.808525495089666,0.8160258877634293,0.7226938948831119,0.8941518425838834,0.7839452366929381,1,0.8005690022955503,0.8076738427186935,0.7990991428302265,0.7582927006192806,0.8264848910819989
35,Student,0.5357492907405882,0.5432618975024505,0.7295701926425135,0.8230296162720048,0.8048024210302177,0.7943520395236716,0.7893457160063401,0.7658829031540307,0.8057142200039158,0.8277097341264618,0.7932393555657113,0.8204186633253528,0.8214151057816332,0.8484419183289603,0.853894783786474,0.7493604362130694,0.7970867138576652,0.7477594156976697,1,0.7586724475710827,0.8139160186511112,0.8007473594033838,0.7877345749120657,0.8222419771147929
36,Student,0.2979448036243437,0.7939592523066225,0.7721231705803627,0.7921327782499333,0.789807076445939,0.7779705610630548,0.8043819098001168,0.7586372332382102,0.7805402086637919,0.8217667864087546,0.7141938258426654,0.7984646831573329,0.7948149587044178,0.8627938585956079,0.8030321888351323,0.8444278499434519,0.7449486546057655,0.7882585562325742,1,0.7871665583765267,0.7909699273479361,0.7968647542721563,0.8050126713206645,0.7776264141348871
37,Student,0.4813859740542168,0.5662497043319604,0.8242520508619802,0.8021287947625731,0.8089125856361649,0.7859511990056746,0.8233702981807829,0.8344560938111298,0.8211950298167691,0.7551112219351793,0.8515677386611687,0.8027887990717192,0.7662102145339779,0.8548697401801405,0.8245549582455537,0.8458743580238569,0.8289641146422944,0.8316060241241658,1,0.8330301745093771,0.805520690199369,0.8239684721988993,0.7933586230296725,0.8112804276281048
38,Student,0.25604284233142455,0.6368343566963411,0.803398276685689,0.7841558248203027,0.8374271544095432,0.8505655461987324,0.6367722201151131,0.9349778264424992,0.7552864843813731,0.7942705163014727,0.8639089753350909,0.7264228153060447,0.7806626680323367,0.7876615424856754,0.8210804012578993,0.8645588714765209,0.69658654319264,0.7952315421931571,1,0.7881812304516167,0.8107914896149229,0.7930527239246786,0.7947510292473149,0.7980187149828428
39,Student,0.40932777071938403,0.4565652195303499,0.8246399279700531,0.7841448861990423,0.7946616831492271,0.7962099439764668,0.7344796706038267,0.7853939893039484,0.8195978238038507,0.8254899815420669,0.7260535606205365,0.839716434579449,0.7639974055908098,0.8084105185572871,0.8269390118862637,0.761390916792887,0.8490114040012594,0.7114084645481229,1,0.8116807495880666,0.7894032846741348,0.788818389249076,0.7684492230450949,0.7891766031692647
40,Student,0.2564958289165362,0.4488165361410451,0.775914144127503,0.8216855030639773,0.7950466211118346,0.7774070158364891,0.8104015348357817,0.7992958529317065,0.8514415294405848,0.8400206083529097,0.8793349054842381,0.8195797599567595,0.8480699381770637,0.8208130598268303,0.7921191429444192,0.8732020163462219,0.8085974987763717,0.7966973622359327,1,0.8192378864166988,0.8083660620879058,0.8118717985742784,0.8183589852944212,0.8347759366406202
41,Student,0.3373938246838474,0.588328740874829,0.865854905106215,0.8348150657842701,0.8864040305672702,0.7909378192155008,0.8003839015196219,0.7765829194159345,0.8494025378197895,0.7722704795591885,0.8681966739843712,0.7574886869191215,0.7845674110256199,0.8455310202163835,0.8867291599104313,0.725164258394691,0.6698893877331972,0.8195196982032563,1,0.753636183744701,0.8606095481757702,0.812567639637446,0.7958950888812224,0.824245482959886
42,Student,0.3554207577301085,0.6372415866720387,0.7768551875793476,0.8264493373368926,0.7687321349647761,0.7308775129367517,0.7809214365741955,0.8083786330772457,0.6897469213211899,0.9134803474835513,0.8196602788945804,0.7304735521318898,0.7578691924174918,0.7531546229182774,0.7139947133939868,0.73700923305283,0.8392776627777386,0.769727142974184,1,0.7843806944699719,0.7975907361508343,0.7526158253655321,0.8416037452288676,0.7554994342094872
43,Student,0.40139497940546404,0.48354144738375204,0.8143833317726733,0.802760630279439,0.7190450048500057,0.7720026235436266,0.735314647241813,0.8883286983543132,0.7788552334600125,0.7533729330697356,0.8419320171139482,0.7383771777127272,0.8110595427474059,0.818441357445231,0.7936298161907782,0.8491040436509969,0.9467871603516747,0.6959366430476169,1,0.870091511925115,0.7609028175647223,0.7985885120089992,0.7246547880586762,0.7962496384412149
44,Student,0.4117589194867171,0.5307052722591881,0.8679330883355383,0.8281752671570206,0.8322911731923,0.7723900050115826,0.7574463985778404,0.7129282533014012,0.7579664600104236,0.8602720816312251,0.8194945285636565,0.7839073719619603,0.8541445007453056,0.7533360014873272,0.8125606630485378,0.7648681294260579,0.7802623148796679,0.8587602407455769,1,0.8043545108804212,0.8302332201746603,0.750813423677715,0.859516161188401,0.817526766079865
45,Student,0.40957355729013284,0.7198235023114664,0.8717433467094206,0.6884434519441007,0.877043866559153,0.8072637838945274,0.8260864988888618,0.7432902977369623,0.794068105310873,0.8000748866618714,0.743205440475097,0.7351882350936892,0.7765854477889007,0.8538810439208587,0.8263332573308879,0.865428822220472,0.777298156715748,0.804039006919599,1,0.8381567752152135,0.7827436592516268,0.8049179459504167,0.8020569467907352,0.7703280951721438
46,Student,0.4447786066271541,0.6305338043821281,0.9060597306385678,0.8160305491922167,0.8666598376975903,0.8937906660189685,0.8902650863602157,0.7562988251297285,0.818697827863843,0.8460898731514435,0.7674985240182097,0.799749662997889,0.8355833254270014,0.8230037663690425,0.7755589168155835,0.8053019969081513,0.8380393973300025,0.7478663222680507,1,0.8498003749589071,0.8413451934449034,0.8364112343483596,0.7969780977097471,0.794597607314671
47,Student,0.27198084086963525,0.4550788405778463,0.7309189028105437,0.8414546204728186,0.8148160094797433,0.7453612926103653,0.8584823833071736,0.8046861442491987,0.76836089288852,0.7859715341505831,0.7939396544948167,0.8600946372670182,0.7175609640490271,0.7891015839462492,0.7420883032372714,0.7538215983211247,0.8421160562862086,0.8162053441414462,1,0.7756188524726256,0.8281353149762809,0.7931984594003014,0.8010884391460147,0.7784208897620333
48,Student,0.4665572801920883,0.6665404333816738,0.7800781563342597,0.7875656516605092,0.7601104503628335,0.7343007368102917,0.7355683615760706,0.8212811190174745,0.837994299329579,0.7467194837715372,0.7897162532905817,0.7671660661256675,0.7618267705564851,0.7978559232046577,0.8687510756385293,0.8113368934493488,0.802462894699644,0.8373691618937237,1,0.7979593148277507,0.7738380510116714,0.7854000879876147,0.7920443228326304,0.7968650414028159
49,Student,0.3286544504471974,0.663100575952636,0.7833144779993783,0.8637687823131964,0.7230287127446027,0.816218006683423,0.9502606928874606,0.8695654496604488,0.7718657541308417,0.8837191854289316,0.7283806746327912,0.8892621836396539,0.8137747655032871,0.8527698622964115,0.8550139807033504,0.776397101914416,0.8115562259939858,0.7901086277458876,1,0.7904226019692601,0.7933987475288995,0.852135953131717,0.8369139065874096,0.8216079011197707
50,Student,0.3883009723284626,0.5779601890373347,0.8095454455141702,0.7400811573225068,0.8021201076161504,0.885984950704893,0.8680765144136274,0.7990485989650313,0.7809284427122049,0.7501729736828091,0.8082774346166548,0.7353200730918791,0.8900664504941771,0.8063227467318458,0.8195996499400221,0.7327607896833342,0.7611411682409626,0.7274728956831308,1,0.7678158011461557,0.7711006324693286,0.8280722507055206,0.73882293468297,0.8133159020356833
51,Student,0.4046377446265161,0.7297717742359024,0.7579779735620167,0.8649693432231285,0.773359589450182,0.820318863664561,0.8474153141812966,0.7873096332089626,0.7502853150480292,0.823648138389711,0.8438285296952528,0.7509075381171629,0.8547373805231445,0.8443336278992533,0.8131696391686314,0.7748632580315912,0.7920298379282286,0.7814511735746995,1,0.7749570231739454,0.8191644663366553,0.8099325508004206,0.8025496559822052,0.815660771876048
52,Student,0.48564848496294494,0.6777919746724688,0.7839471332637308,0.8056038523893547,0.8222013513188715,0.8497557226106054,0.7925026685767061,0.7338833829401255,0.7698695866303724,0.7015303754834901,0.8216606690180098,0.7449876362712351,0.7275596475023459,0.7521997415926919,0.798720386955124,0.8038575323645127,0.8119208659690138,0.8345426889172551,1,0.799908510532419,0.8139026018541131,0.7796422204701001,0.7680365322003726,0.7732320849366787
53,Student,0.4271353524064064,0.4011823193807351,0.8291002854543421,0.7564673511795812,0.815366333090221,0.8703072025955335,0.8049462605459391,0.7753699051529075,0.816518278456083,0.7582662708168685,0.7989629527004277,0.740595437668083,0.8589107632374663,0.7675144356426823,0.8262300552101912,0.8256735302019265,0.8281940281169897,0.7560375769662984,1,0.8276559479244194,0.7859168421349011,0.8069312164786291,0.7571519238915834,0.8061748022040421
54,Student,0.5435111385032073,0.46595604611934466,0.8147218069866745,0.7894304350767433,0.7119823032355437,0.7535616845819122,0.8630013821460383,0.8352423192815295,0.7670861368314026,0.8360055758764577,0.8283872178620603,0.8156091621334344,0.7218828363797796,0.8546086340192577,0.8016277147996343,0.8266922083391343,0.8490778162979922,0.8217663919702284,1,0.8301639438746004,0.7507063691561435,0.8147000313720281,0.8288859839233431,0.7918767327937272
55,Student,0.4420426931062746,0.489492886235752,0.7388765590558912,0.7820855308343765,0.7670945521720295,0.8131400190194598,0.7699577376138746,0.7595958582614166,0.7797544599503343,0.7066417238045823,0.8680755527563955,0.8482732894572217,0.8020761927227482,0.8075709386097825,0.8254241083219088,0.7670564916703507,0.769124119331706,0.7966153842572085,1,0.758352390019316,0.774590041503203,0.7860038026909735,0.7516285540308953,0.8359622858145686
56,Student,0.3774681629020816,0.6929356241578871,0.8701941444441676,0.7985503020045299,0.8003332826216362,0.7794894567570477,0.7872046362821851,0.6983842531834807,0.841796057651218,0.7970652389929398,0.824351786445441,0.8320030156093156,0.8048189257846182,0.7987547699778776,0.8813663877574511,0.8331914620641454,0.7261732038612357,0.7413882791615583,1,0.8098529367898496,0.799441792313083,0.7811258347703618,0.769226759077249,0.8356350288992065
57,Student,0.40203221085496316,0.5809606087758701,0.8476835905424239,0.927022729940563,0.8328482661857303,0.7764967243398949,0.7761692064877089,0.7740453820005462,0.7995853141668141,0.7660708573671428,0.7770074334922347,0.8173404068855428,0.7991468553248889,0.8615058966224455,0.8468855800328607,0.8134236703546326,0.8432458349069316,0.8355169843569585,1,0.8347843652679959,0.8799354980631466,0.7975605047234819,0.8007939208620507,0.8100950689338818
58,Student,0.4424069546833975,0.4516203971970435,0.7394315942288122,0.8151321536739267,0.780419563747196,0.7703827574300077,0.8119290381830617,0.9033033929022541,0.8756114066109061,0.8789054460439744,0.729738739275465,0.7627910660355015,0.8667243428152775,0.8160089956081635,0.7468775000424707,0.8380824892718866,0.8217977151501725,0.7358310844980319,1,0.7997705995502904,0.7977758587105613,0.8354471181468786,0.8073682652710031,0.7765329120421787
59,Student,0.4084744765106954,0.5760322088425415,0.7910234372855014,0.8461926382359575,0.7606130388550251,0.7969860886070541,0.8662810653362458,0.8122889561014739,0.79828128994051,0.799474098131579,0.8613697737870148,0.805809576681255,0.733739274566734,0.8564056454476778,0.7895973167918156,0.8781797322159616,0.793501700316729,0.806157704908421,1,0.8209016232727308,0.8034028385454912,0.8260486090865923,0.80281590152,0.7976289854567049
60,Student,0.34886250360086457,0.6398710078366109,0.8498553763212552,0.7937163202873313,0.7392133740495889,0.8649506217480831,0.8827342936602345,0.8091879146052853,0.7917147656702042,0.7372245452883678,0.7322517837016866,0.8446569340453838,0.7865291183382986,0.714185669597952,0.8422583489119705,0.7988888600810339,0.8421246357618931,0.860778753092734,2,0.8302896240547274,0.7664648471684601,0.8125546530563519,0.7990016491905509,0.8014240462493349
61,Student,0.393644496240985,0.5324209355187938,0.8213974988596875,0.7596849696428083,0.8928404259536852,0.7577926458481162,0.7002584943107623,0.7860726362617277,0.754712415600687,0.756424627325992,0.7740315977745199,0.7277975225981903,0.769311611098312,0.8139903007401847,0.8593767087651628,0.7795587139806184,0.7638972397380455,0.8065562203159441,2,0.7882844841927837,0.8262626977982468,0.7625652985522955,0.7814904238209681,0.7826293600590463
62,Student,0.3876825094021485,0.47546561425951506,0.7684428799866796,0.7858961837421768,0.7206990310151291,0.8220783741174678,0.758246063034403,0.7603297602291075,0.7912534529300866,0.8536796656188247,0.8368176726192085,0.7524722350927691,0.8549862706160057,0.8415630380919785,0.7666477879099263,0.8841711798506627,0.824393115452839,0.8012672789625468,2,0.8256690584300604,0.753297607378653,0.7946941376806086,0.8274734722906858,0.8027309915594774
63,Student,0.45998666257754045,0.4626100165410128,0.8651849248878678,0.8282866688920963,0.8384220545827099,0.8049924599058053,0.8540537267802055,0.7369193352606561,0.7686264581976145,0.7873180995733338,0.9168077783103863,0.7848987052215517,0.8552107610484769,0.7068603389725985,0.7774361706796634,0.7382000460188987,0.8080596742599084,0.7580397198530759,2,0.803814881722225,0.8333543617374031,0.7742904638233759,0.7726789097132049,0.8335883538150196
